Fecha,Título,Etiquetas,Enlace
2020-04-01,COVID-19 Y AGENDA LEGISLATIVA: PREOCUPANTES MOCIONES PARLAMENTARIAS,"Covid-19, Proyectos de Ley",https://lyd.org/wp-content/uploads/2020/04/tp-1441-pdl-covid-.pdf
2020-04-01,PAGO DE ARANCELES EN EDUCACIÓN SUPERIOR: INICIATIVAS EN TIEMPOS DE PANDEMIA,,https://lyd.org/wp-content/uploads/2020/04/tp-1441covid-y-aranceles-educacion-superior-1.pdf
2020-04-01,¿BANCO CENTRAL FINANCIANDO AL FISCO?,"Autonomía, Banco Central",https://lyd.org/wp-content/uploads/2020/04/tp-1442-banco-central-y-financiamiento-fisco.pdf
2020-04-01,PLAN DE PROTECCIÓN DEL INGRESO: AL RESCATE DE LOS TRABAJADORES INDEPENDIENTES,"Covid-19, Proyectos de Ley, Coronavirus, Economía, Coronavirus, estado de catástrofe, Elecciones, Politica, Voto, Libertad Económica, Mujer, Paridad de Género, Coronavirus, Covid-19, Banco Central, Economía, Paridad de Género, Desempleo, Laboral",https://lyd.org/wp-content/uploads/2020/04/tp-1442-trabajo-informal.pdf
2020-04-01,FIJACIÓN DE PRECIOS ANTE LA PANDEMIA: UNA FALSA PROMESA DE SOLUCIÓN,"Congelamiento de precios, Coronavirus, Economía",https://lyd.org/wp-content/uploads/2020/04/tp-1443-fijacion-de-precios.pdf
2020-04-01,COVID-19: LA CRISIS SANITARIA EN PERSPECTIVA,"Coronavirus, Gobierno, Salud",https://lyd.org/wp-content/uploads/2020/04/tp-1443-salud-covid19-.pdf
2020-04-01,FONDOS CON GARANTÍAS DEL ESTADO: APOYO A LAS EMPRESAS DE MENOR TAMAÑO,"Economía, Pymes",https://lyd.org/wp-content/uploads/2020/04/tp-1445-fogain-fogape.pdf
2020-04-01,INGRESO FAMILIAR DE EMERGENCIA EN APOYO DE TRABAJADORES INFORMALES,"ayuda, empleo informal",https://lyd.org/wp-content/uploads/2020/04/tp-1445-ingreso-familiar-emergencia.pdf
2020-05-01,FINANZAS PÚBLICAS…. ¿Y DESPUÉS QUÉ?,,https://lyd.org/wp-content/uploads/2020/05/tp-1444-fiscal-post-coronavirus-.pdf
2020-05-01,ANTES DEL COVID-19 ¿CUÁNTO GASTÁBAMOS EN REDUCIR LA POBREZA POR INGRESOS?,,https://lyd.org/wp-content/uploads/2020/05/tp-1444-gasto-social.pdf
2020-05-01,"DERECHO DE PROPIEDAD, UN PILAR DE LA LIBERTAD AMENAZADO POR MOCIONES PARLAMENTARIAS","Constitución, Derecho de propiedad",https://lyd.org/wp-content/uploads/2020/05/tp-1446-derecho-propiedad-y-mociones-1.pdf
2020-05-01,CÓMO NOS IMPACTA HOY EL COSTO ECONÓMICO DE LA VIOLENCIA,"actividad económica, Violencia",https://lyd.org/wp-content/uploads/2020/05/tp-1446-el-costo-de-la-violencia.pdf
2020-05-01,AMBICIOSA LEY MARCO DE CAMBIO CLIMÁTICO EN UN CONTEXTO DE RECESIÓN MUNDIAL,"Covid-19, Medio Ambiente",https://lyd.org/wp-content/uploads/2020/05/tp-1447-emisiones.pdf
2020-05-01,18-0 Y COVID 19: EFECTOS DE UNA CRISIS SOBRE OTRA EN LAS PYMES,"Covid-19, Economía",https://lyd.org/wp-content/uploads/2020/05/tp-1447-encuesta-pymes-lyd.pdf
2020-05-01,"PRESUPUESTO BASE CERO: UNA BUENA HERRAMIENTA, PERO CON LIMITACIONES","Presupuesto, Covid-19, Medio Ambiente, Covid-19, Economía, Constitución, Derecho de propiedad, actividad económica, Violencia, ayuda, empleo informal, Economía, Pymes, Coronavirus, Gobierno, Salud, Congelamiento de precios, Coronavirus, Economía, Autonomía, Banco Central",https://lyd.org/wp-content/uploads/2020/05/tp-1448-fiscal-presupuesto-base-cero.pdf
2020-05-01,EL DESAFÍO DE TENER UNA INSTITUCIONALIDAD MIGRATORIA PARA LA POST PANDEMIA,"Covid-19, Economía, Migraciones",https://lyd.org/wp-content/uploads/2020/05/tp-1448-migraciones.pdf
2020-05-01,LA NECESARIA FLEXIBILIDAD FISCAL EN ÉPOCA DE INCERTIDUMBRE,"Economía, Presupuesto",https://lyd.org/wp-content/uploads/2020/05/tp-1449-flexibilidad-fiscal.pdf
2020-06-01,PROYECTO ANTI COLUSIÓN Y TRÁMITE EN EL CONGRESO: MÁS RIESGOS QUE OPORTUNIDADES,proyecto de ley Anti Colusión,https://lyd.org/wp-content/uploads/2020/06/tp-1449-proyecto-anticolusion.pdf
2020-06-01,LA PANDEMIA DA UN DURO GOLPE AL MERCADO DEL TRABAJO,"Covid-19, Desempleo",https://lyd.org/wp-content/uploads/2020/06/tp-1450-empleo-1.pdf
2020-06-01,IMPUESTOS A LOS SÚPER RICOS: UNA MALA Y RECURRENTE IDEA,Impuestos,https://lyd.org/wp-content/uploads/2020/06/tp-1450-fiscal-impuesto-a-los-mas-ricos.pdf
2020-06-01,INICIATIVA QUE SUSPENDE EL PAGO DE CRÉDITOS: DEFECTUOSA Y MAL ORIENTADA,"Covid-19, Economía",https://lyd.org/wp-content/uploads/2020/06/tp-1451-suspension-de-creditos-.pdf
2020-06-01,VULNERABILIDAD ECONÓMICA DE LOS HOGARES: UN DESAFÍO CONTINUO,,https://lyd.org/wp-content/uploads/2020/06/tp-1451-vulnerabilidad-hogares.pdf
2020-06-01,EXTENSIÓN DEL INGRESO FAMILIAR DE EMERGENCIA: LA NECESARIA TRANSITORIEDAD DE UNA MEDIDA EXCEPCIONAL,"Covid-19, Pobreza",https://lyd.org/wp-content/uploads/2020/06/tp-1452-extension-ingreso-familiar-de-emergencia.pdf
2020-06-01,MECANISMO DE APOYO A LOS QUE EMITEN BOLETAS DE HONORARIOS,"Covid-19, Empleo",https://lyd.org/wp-content/uploads/2020/06/tp-1452-independientes.pdf
2020-06-01,ELECCIONES EN PANDEMIA: LO QUE HIZO EL MUNDO Y EL DÉFICIT DE CHILE,procesos electorales,https://lyd.org/wp-content/uploads/2020/06/tp-1453-procesos-electorales.pdf
2020-06-01,PROYECTOS EN EDUCACIÓN PARVULARIA: ¿UNA PRIORIDAD?,Educación Inicial,https://lyd.org/wp-content/uploads/2020/06/tp-1453-proyectos-educacion-parvularia.pdf
2020-07-01,UN POSIBLE CAMINO PARA REABRIR LA ECONOMÍA CHILENA,"Covid-19, Crisis Económica",https://lyd.org/wp-content/uploads/2020/07/tp-1454-el-camino-para-reabrir-chile.pdf
2020-07-01,RETIRO DE FONDOS DE PENSIONES EN TIEMPO DE PANDEMIA: UNA MALA IDEA,"Covid-19, Pensiones, procesos electorales, Educación Inicial, Covid-19, Empleo, Covid-19, Pobreza, Covid-19, Economía, Covid-19, Desempleo, Impuestos, Economía, Presupuesto, proyecto de ley Anti Colusión, Covid-19, Economía, Migraciones",https://lyd.org/wp-content/uploads/2020/07/tp-1454-retiro-afp.pdf
2020-07-01,RADIOGRAFÍA AL ENDEUDAMIENTO DE LOS HOGARES CHILENOS,Economía,https://lyd.org/wp-content/uploads/2020/07/tp-1455-deuda-hogares.pdf
2020-07-01,PLAN DE EMERGENCIA POR COVID-19: ¿DE QUÉ MANERA SE APOYA A LA CLASE MEDIA?,Clase Media,https://lyd.org/wp-content/uploads/2020/07/tp-1455-plan-covid-y-clase-media.pdf
2020-07-01,BANCO CENTRAL Y FINANCIAMIENTO DE DÉFICIT FISCAL: EL RIESGO DE PERDER TODO LO GANADO,"Banco Central, política monetaria",https://lyd.org/wp-content/uploads/2020/07/tp-1456-banco-central.pdf
2020-07-01,REFORMA DE PENSIONES AL ALERO DEL RETIRO DEL 10%,Reforma a las pensiones,https://lyd.org/wp-content/uploads/2020/07/tp-1456-reforma-pensiones-.pdf
2020-07-01,RATIFICACIÓN DEL NOMBRAMIENTO DE MINISTROS DE LA CORTE SUPREMA EN EL SENADO,"Corte Suprema, Poder Legislativo",https://lyd.org/wp-content/uploads/2020/07/tp-1457-ratificacion-ministros-cs-senado.pdf
2020-07-01,DEMOCRACIA CONSTITUCIONAL ELUDIDA POR EL PARLAMENTO,"Constitución, Democracia",https://lyd.org/wp-content/uploads/2020/07/tp-1457-resquicios-constitucionales.pdf
2020-07-01,ACUERDO DEL 14 DE JUNIO: AVANCES Y DEMORAS,"Clase Media, Crisis Económica",https://lyd.org/wp-content/uploads/2020/07/tp-1458-acuerdo.pdf
2020-07-01,REFORMA AL CÓDIGO DE AGUAS: UN PROYECTO QUE TRANSGREDE DERECHOS AMPARADOS POR LA CONSTITUCIÓN,Código de Aguas,https://lyd.org/wp-content/uploads/2020/07/tp-1458-codigo-aguas.pdf
2020-08-01,(DES)HONRAR LOS ACUERDOS,"Covid-19, Economía",https://lyd.org/wp-content/uploads/2020/08/tp-1459-fondo-covid.pdf
2020-08-01,URGENTE REACTIVACIÓN DE LA ECONOMÍA CHILENA,,https://lyd.org/wp-content/uploads/2020/08/tp-1459-reactivacion.pdf
2020-08-01,ESTADÍSTICAS DE FALLECIDOS POR COVID-19: UNA REVISIÓN A SU METODOLOGÍA,"Covid-19, Covid-19, Economía, Código de Aguas, Clase Media, Crisis Económica, Constitución, Democracia, Corte Suprema, Poder Legislativo, Reforma a las pensiones, Banco Central, política monetaria, Economía, Clase Media, Covid-19, Crisis Económica",https://lyd.org/wp-content/uploads/2020/08/tp-1460-covid19-fallecidos-.pdf
2020-08-01,¿CÓMO SE EVALÚA LA INSTITUCIONALIDAD  DE LIBRE COMPETENCIA Y LA INICIATIVA  LEGAL EN TRÁMITE?,proyecto de ley Anti Colusión,https://lyd.org/wp-content/uploads/2020/08/tp-1460-encuesta-libre-competencia.pdf
2020-08-01,INEFICACIA DE LA LEY ANTITERRORISTA,"La Araucanía, Terrorismo",https://lyd.org/wp-content/uploads/2020/08/tp-1461-ley-antiterrorista.pdf
2020-08-01,PRUDENCIA EN EL REAJUSTE DEL SALARIO MÍNIMO,Salario mínimo,https://lyd.org/wp-content/uploads/2020/08/tp-1461-salario-minimo.pdf
2020-08-01,ESTRATEGIA DE DESCONFINAMIENTO: LA EXPERIENCIA INTERNACIONAL,"Covid-19, Economía",https://lyd.org/wp-content/uploads/2020/08/tp-1462-estrategias-de-desconfinamiento.pdf
2020-08-01,REACTIVACIÓN A TRAVÉS DE CONCESIONES,Obras Públicas,https://lyd.org/wp-content/uploads/2020/08/tp-1462-reactivacion-oopp.pdf
2020-09-01,DECRETOS DE ESCASEZ HÍDRICA: ¿SOLUCIÓN O PARTE DEL PROBLEMA?,Agua,https://lyd.org/wp-content/uploads/2020/09/tp-1463-escasez-hidrica.pdf
2020-09-01,¿CUÁLES SON LOS PROYECTOS DE LEY EXIGIDOS POR LOS TRANSPORTISTAS?,"camioneros, Paro, Violencia",https://lyd.org/wp-content/uploads/2020/09/tp-1463-paro-camioneros.pdf
2020-09-01,ACUSACIÓN CONSTITUCIONAL CONTRA LA MINISTRA SILVANA DONOSO: LA INDEPENDENCIA JUDICIAL EN RIESGO,Justicia,https://lyd.org/wp-content/uploads/2020/09/tp-1464-acusacion-constitucional.pdf
2020-09-01,"ÍNDICE DE LIBERTAD ECONÓMICA: PESE A UN MEJOR PUNTAJE, CHILE RETROCEDE UN PUESTO",Índice de Libertad Económica,https://lyd.org/wp-content/uploads/2020/09/tp-1464-efw-2020.pdf
2020-09-01,PROYECTO DE LEY DE EFICIENCIA HÍDRICA: UN OBSTÁCULO PARA LA PRODUCTIVIDAD AGRÍCOLA,Aguas,https://lyd.org/wp-content/uploads/2020/09/tp-1465-eficiencia-hidrica.pdf
2020-09-01,ANTECEDENTES SOBRE LA APERTURA DE LAS ESCUELAS EN PANDEMIA: ES NECESARIO AVANZAR,Educación Escolar,https://lyd.org/wp-content/uploads/2020/09/tp-1465-regreso-clases-mc-bh-ng-mpa-1.pdf
2020-09-01,INICIATIVA LEGAL QUE SOMETE TODO PROYECTO FORESTAL AL SEIA: IMPACTOS A CONSIDERAR,"forestal, Medio Ambiente",https://lyd.org/wp-content/uploads/2020/09/tp-1466-forestales.pdf
2020-10-01,AD PORTAS DE LA LEY DE PRESUPUESTOS 2021: RADIOGRAFÍA AL GASTO EN PROGRAMAS SOCIALES,"Programas Sociales, Aguas, Educación Escolar, Índice de Libertad Económica, Justicia, Agua, camioneros, Paro, Violencia, Covid-19, Economía, Obras Públicas, Salario mínimo, La Araucanía, Terrorismo, proyecto de ley Anti Colusión",https://lyd.org/wp-content/uploads/2020/10/tp-1466-gasto-social.pdf
2020-10-01,"MEJOR GASTO PÚBLICO, UN DESAFÍO ÉTICO EN TIEMPOS DE CRISIS",gasto público,https://lyd.org/wp-content/uploads/2020/10/tp-1467-buen-gasto.pdf
2020-10-01,ACELERADOR A FONDO: SUBSIDIO A LA CONTRATACIÓN Y RETORNO AL TRABAJO,Desempleo,https://lyd.org/wp-content/uploads/2020/10/tp-1467-subsidio-contratacion-.pdf
2020-10-01,CHILE Y EL ACUERDO DE ESCAZÚ,Medio Ambiente,https://lyd.org/wp-content/uploads/2020/10/tp-1468-escazu.pdf
2020-10-01,SENDA DE RESPONSABILIDAD FISCAL:  NECESIDAD MÁS ALLÁ DE LAS BUENAS INTENCIONES,Ley de presupuestos,https://lyd.org/wp-content/uploads/2020/10/tp-1468-presupuesto.pdf
2020-10-01,CONVENCIÓN MIXTA CONSTITUCIONAL A LA CANCHA,plebiscito,https://lyd.org/wp-content/uploads/2020/10/tp-1469-convencion-constitucional-mixta.pdf
2020-10-01,UNA MIRADA A FONDO A LA EVALUACIÓN DE PROGRAMAS,Evaluación de Programas,https://lyd.org/wp-content/uploads/2020/10/tp-1469-evaluacion-de-programas-2011-2020.pdf
2020-10-01,RECURSOS PÚBLICOS A UNIVERSIDADES:UN ANÁLISIS DE LAS PRINCIPALES CIFRAS,educación superior,https://lyd.org/wp-content/uploads/2020/10/tp-1470-presupuesto-educacion-superior.pdf
2020-10-01,COMPETITIVIDAD TRIBUTARIA: CHILE AL DEBE,Impuestos,https://lyd.org/wp-content/uploads/2020/10/tp-1471-tax-foundation-2020.pdf
2020-11-01,ESCAÑOS RESERVADOS PARA PUEBLOS ORIGINARIOS,"escaños reservados, Impuestos, Tecnología, Seguridad Pública, educación superior, Evaluación de Programas, plebiscito, Ley de presupuestos, Medio Ambiente, Desempleo, gasto público, forestal, Medio Ambiente",https://lyd.org/wp-content/uploads/2020/11/TP-1472-ESCANOS-RESERVADOS.pdf
2020-11-01,UN PRESUPUESTO FLEXIBLE,Ley de presupuestos,https://lyd.org/wp-content/uploads/2020/11/TP-1472-LP2021.pdf
2020-11-01,MATRIZ EXPORTADORA DE CHILE: ¿SE DEBE DIVERSIFICAR PARA LOGRAR UN MAYOR CRECIMIENTO ECONÓMICO?,"Economía, Exportaciones",https://lyd.org/wp-content/uploads/2020/11/TP-1473-MATRIZ-EXPORTADORA-1.pdf
2020-11-01,CREACIÓN DEL SERVICIO DE PROTECCIÓN A LA NIÑEZ: PRIMER PASO DE UNA LARGA CARRERA,"Sename, servicio de protección de la niñez",https://lyd.org/wp-content/uploads/2020/11/TP-1473-SERVICIO-PROTECCION-NINEZ.pdf
2020-11-01,REFORMA A FONASA: ACUERDOS TÉCNICOS TRANSVERSALES A DISPOSICIÓN DEL CONGRESO,Salud,https://lyd.org/wp-content/uploads/2020/11/TP-1474-REFORMA-FONASA-CEP.pdf
2020-11-01,SEGUNDO RETIRO DE FONDOS PREVISIONALES: POPULISMO PARLAMENTARIO,"AFP, Pensiones",https://lyd.org/wp-content/uploads/2020/11/TP-1474-SEGUNDO-RETIRO.pdf
2020-11-01,CONVENCIÓN CONSTITUYENTE: ESCAÑOS RESERVADOS E IGUALDAD DEL VOTO,escaños reservados,https://lyd.org/wp-content/uploads/2020/11/TP-1475-ESCANOS-RESERVADOS-VALOR-DEL-VOTO-1.pdf
2020-11-01,PAGO DE PRIMA DE SEGUROS: EL RIESGO DE FOMENTAR LA INFORMALIDAD,Bancos,https://lyd.org/wp-content/uploads/2020/11/TP-1475-PRIMAS-DE-SEGUROS-1.pdf
2020-11-01,PLATAFORMAS TECNOLÓGICAS: NUEVOS DESAFÍOS REGULATORIOS,Tecnología,https://lyd.org/wp-content/uploads/2020/11/tp-1471-relacion-laboral-app.pdf
2020-12-01,FONDO COVID PARA LISTAS DE ESPERA,Covid-19,https://lyd.org/wp-content/uploads/2020/12/TP-1476-FONDO-COVID-LISTAS-DE-ESPERA.pdf
2020-12-01,REFORMAS CONSTITUCIONALES Y LA CUESTIÓN DE CONSTITUCIONALIDAD,Constitución,https://lyd.org/wp-content/uploads/2020/12/TP-1476-REFORMAS-CONSTITUCIONALES.pdf
2020-12-01,IMPORTANTES LOGROS DE LA  LEY DE PRESUPUESTOS 2021,Ley de presupuestos,https://lyd.org/wp-content/uploads/2020/12/TP-1477-CIERRE-LP2021.pdf
2020-12-01,RETIRO DE TERMOELÉCTRICAS A CARBÓN: ¿POR QUÉ PREFERIR LA GRADUALIDAD?,Energía,https://lyd.org/wp-content/uploads/2020/12/TP-1477-RETIRO-TERMOELECTRICAS-A-CARBON-.pdf
2020-12-01,MAYORES LÍMITES DE GASTO EN LA  LEY DE PRESUPUESTOS DEL 2021,Ley de presupuestos,https://lyd.org/wp-content/uploads/2020/12/TP-1478-GLOSAS-LP2021.pdf
2020-12-01,INDULTO A VIOLENTISTAS: GRAVÍSIMA SEÑAL,"indultos, Energía, Ley de presupuestos, Covid-19, Constitución, Bancos, escaños reservados, AFP, Pensiones, Salud, Economía, Exportaciones, Sename, servicio de protección de la niñez, Ley de presupuestos",https://lyd.org/wp-content/uploads/2020/12/TP-1478-INDULTO.pdf
2020-12-01,GOBIERNOS REGIONALES: CAMBIOS A SU FINANCIAMIENTO,Descentralización,https://lyd.org/wp-content/uploads/2020/12/TP-1479-FINANCIAMIENTO-REGIONAL.pdf
2020-12-01,REGISTRO SOCIAL DE HOGARES Y CALIFICACIÓN SOCIOECONÓMICA: ¿QUÉ SON Y CÓMO SE USAN?,Agenda Social,https://lyd.org/wp-content/uploads/2020/12/TP-1479-REGISTRO-SOCIAL-HOGARES.pdf
2020-12-01,"INVERSIÓN EXTRANJERA EN CHILE:  BIENVENIDA, ¿CUALQUIERA SEA SU ORIGEN?",,https://lyd.org/wp-content/uploads/2020/12/TP-1480-INVERSION-CHINA-1.pdf
2020-12-01,REAJUSTE DEL SECTOR PÚBLICO:  SE REPITE LA HISTORIA,Reajuste sector público,https://lyd.org/wp-content/uploads/2020/12/TP-1480-REAJUSTE-SECTOR-PUBLICO-2020.pdf
2021-01-01,SISTEMA DE TARIFAS EN AUTOPISTAS CONCESIONADAS DE CHILE: UNA BREVE MIRADA,"tarifas autopistas, medicamentos, Tribunal Constitucional, Elecciones, Covid-19, Seguridad, Reajuste sector público, Agenda Social, Descentralización, Ley de presupuestos",https://lyd.org/wp-content/uploads/2021/01/TARIFAS-AUTOPISTAS.pdf
2021-01-01,MODERNIZACIÓN DE LAS POLICÍAS: UN DESAFÍO PENDIENTE,Seguridad Pública,https://lyd.org/wp-content/uploads/2021/01/TP-1470-REFORMA-CARABINEROS.pdf
2021-01-01,COMBATE AL CRIMEN ORGANIZADO:  LA NECESIDAD DE UNA POLÍTICA NACIONAL,Seguridad,https://lyd.org/wp-content/uploads/2021/01/TP-1481-CRIMEN-ORGANIZADO.pdf
2021-01-01,MOCIONES LABORALES COVID-19  ¿SON LAS MEJORES POLÍTICAS PÚBLICAS?,Covid-19,https://lyd.org/wp-content/uploads/2021/01/TP-1481-SEGURO-COVID.pdf
2021-01-01,MOCIONES PARLAMENTARIAS EN TRÁMITE Y SU COMPLEJO IMPACTO EN EL DESARROLLO,,https://lyd.org/wp-content/uploads/2021/01/TP-1482-PDL-QUE-AFECTAN-DESARROLLO.pdf
2021-01-01,VOTO ANTICIPADO Y POR CORREO: PROPUESTAS PARA UNA MODERNIZACIÓN TÉCNICA Y GRADUAL,Elecciones,https://lyd.org/wp-content/uploads/2021/01/TP-1482-VOTO-ANTICIPADO.pdf
2021-01-01,REFORMA CONSTITUCIONAL SOBRE RETIRO DEL 10%: LA IMPORTANCIA DEL FALLO DEL TC,Tribunal Constitucional,https://lyd.org/wp-content/uploads/2021/01/TP-1483-FALLO-TC-PENSIONES-1.pdf
2021-01-01,CONTROL DE PRECIOS DE MEDICAMENTOS: ¿SERÁ PEOR EL REMEDIO QUE LA ENFERMEDAD?,medicamentos,https://lyd.org/wp-content/uploads/2021/01/TP-1483-REGULACIÓN-FARMACIAS.pdf
2021-01-01,TPP11: EL ACUERDO DE LIBRE COMERCIO PENDIENTE,libre comercio,https://lyd.org/wp-content/uploads/2021/01/TP-1484-TPP11-1.pdf
2021-03-01,INICIO DEL AÑO ESCOLAR: CIERRE DE ESCUELAS SÓLO COMO MEDIDA DE ÚLTIMA INSTANCIA,Educación,https://lyd.org/wp-content/uploads/2021/03/TP-1485-INICIO-ANO-ESCOLAR-Y-APERTURA-ESCUELAS.pdf
2021-03-01,NUEVA LEY DE MIGRACIÓN Y EXTRANJERÍA: A LA ESPERA DE SU IMPLEMENTACIÓN,,https://lyd.org/wp-content/uploads/2021/03/TP-1485-LEY-MIGRACION-Y-EXTRANJERIA.pdf
2021-03-01,ÍNDICE DE LIBERTAD ECONÓMICA: CHILE RETROCEDE CUATRO LUGARES,,https://lyd.org/wp-content/uploads/2021/03/TP-1486-LIBERTAD-ECONOMICA-HERITAGE-2021.pdf
2021-03-01,ROYALTY MINERO: LOS RIESGOS DE UNA MOCIÓN PARLAMENTARIA INCONSTITUCIONAL,,https://lyd.org/wp-content/uploads/2021/03/TP-1486-ROYALTY-MINERO-1.pdf
2021-03-01,CAMPAMENTOS Y TOMAS AL ALZA: ELEMENTOS A TENER PRESENTE,,https://lyd.org/wp-content/uploads/2021/03/TP-1487-CAMPAMENTOS.pdf
2021-03-01,CÓMO Y CUÁNDO AVANZAR EN LAS EXENCIONES TRIBUTARIAS,Tributario,https://lyd.org/wp-content/uploads/2021/03/TP-1487-EXENCIONES-TRIBUTARIAS.pdf
2021-03-01,SISTEMA ELECTORAL EN LAS  ELECCIONES DE CONSTITUYENTES,Elecciones,https://lyd.org/wp-content/uploads/2021/03/TP-1488-SISTEMA-ELECTORAL.pdf
2021-03-01,PANDEMIA Y EFECTO EN LOS INGRESOS DE LOS HOGARES: ¿APOYO UNIVERSAL?,,https://lyd.org/wp-content/uploads/2021/03/TP1488INGRESOSENPANDEMIA.pdf
2021-04-01,REGLAMENTO DE LA CONVENCIÓN CONSTITUCIONAL: APORTES PARA LA DISCUSIÓN,Nueva Constitución,https://lyd.org/wp-content/uploads/2021/04/TP-1489-REGLAMENTO-CONV-CONST.pdf
2021-04-01,RETIRO DE FONDOS PREVISIONALES Y DEL SEGURO DE CESANTÍA: SIGUEN LAS MALAS IDEAS,Reforma previsional,https://lyd.org/wp-content/uploads/2021/04/TP-1489-TERCER-RETIRO-1.pdf
2021-04-01,CRECIMIENTO ECONÓMICO:  DEL ABISMO A LA ESPERANZA,,https://lyd.org/wp-content/uploads/2021/04/TP-1490-CRECIMIENTO-ECONOMICO.pdf
2021-04-01,UNA REGLA FISCAL PARA EL FUTURO,,https://lyd.org/wp-content/uploads/2021/04/TP-1491-PROPUESTAS-MEJORA-REGLA-FISCAL.pdf
2021-04-01,ROL DEL ESTADO Y DE LA SOCIEDAD CIVIL EN LA NUEVA CONSTITUCIÓN: UN DEBATE ESENCIAL,,https://lyd.org/wp-content/uploads/2021/04/TP-1491-ROL-DEL-ESTADO-Y-SOCIEDAD-CIVIL.pdf
2021-04-01,LA IMPORTANCIA DE LA PROPIEDAD PRIVADA Y DE LA LIBERTAD PARA EMPRENDER,,https://lyd.org/wp-content/uploads/2021/04/TP-1492-CONSTITUCION-Y-LIBERTAD-ECONOMICA.pdf
2021-04-01,MEDIO AMBIENTE Y NUEVA CONSTITUCIÓN: EJES DE LA DISCUSIÓN,,https://lyd.org/wp-content/uploads/2021/04/TP-1493-CONSTITUCION-Y-MEDIO-AMBIENTE.pdf
2021-04-01,HIDRÓGENO VERDE:  LOS DESAFÍOS DE UN PROYECTO “EN VERDE”,,https://lyd.org/wp-content/uploads/2021/04/TP-1493-HIDROGENO-VERDE.pdf
2021-05-01,¿HACIA UN INGRESO BÁSICO UNIVERSAL? ANTECEDENTES PARA LA DISCUSIÓN,"Reforma previsional, Nueva Constitución, Elecciones, Tributario, Educación, libre comercio",https://lyd.org/wp-content/uploads/2021/05/TP-1490-RENTA-BÁSICA-UNIVERSAL.pdf
2021-05-01,ANÁLISIS DE IMPACTO DE LA GRATUIDAD: ¿MEJORÓ LA EQUIDAD EN EL ACCESO A LA EDUCACION SUPERIOR?,,https://lyd.org/wp-content/uploads/2021/05/TP-1492-GRATUIDAD-ED.-SUPERIOR.pdf
2021-05-01,INICIATIVA EXCLUSIVA DEL PRESIDENTE:  QUIEN DETENTA LA RESPONSABILIDAD DETENTA LA INICIATIVA,constitucional,https://lyd.org/wp-content/uploads/2021/05/TP-1494-CONSTITUCIONAL-INICIATIVA-EXCLUSIVA.pdf
2021-05-01,ACCESO A LA VIVIENDA Y EL ACUERDO POR REDUCIR EL DÉFICIT HABITACIONAL,Vivienda,https://lyd.org/wp-content/uploads/2021/05/TP-1494-VIVIENDA.pdf
2021-05-01,DERECHOS ECONÓMICOS Y SOCIALES EN LA CONSTITUCIÓN,,https://lyd.org/wp-content/uploads/2021/05/TP-1495-DERECHOS-ECONOMICOS-Y-SOCIALES-.pdf
2021-05-01,MODIFICACIÓN AL SISTEMA DE PAGO DE GRATIFICACIONES,,https://lyd.org/wp-content/uploads/2021/05/TP-1495-GRATIFICACIONES.pdf
2021-05-01,MINERÍA EN LA CONSTITUCIÓN:  PRINCIPIOS ORIENTADORES,"Vivienda, constitucional",https://lyd.org/wp-content/uploads/2021/05/TP-1496-CONSTITUCION-Y-MINERIA.pdf
2021-05-01,LEY MARCO DE CAMBIO CLIMÁTICO: CINCO ASPECTOS PREOCUPANTES EN SU TRAMITACIÓN,,https://lyd.org/wp-content/uploads/2021/05/TP-1496-LEY-MARCO-CAMBIO-CLIMATICO.pdf
2021-05-01,DERECHO A LA EDUCACIÓN Y LIBERTAD DE ENSEÑANZA: DOS CARAS DE LA MISMA MONEDA,,https://lyd.org/wp-content/uploads/2021/05/TP-1497-LIBERTAD-DE-ENSENANZA.pdf
2021-05-01,ELECCIONES DEL 15 Y 16 DE MAYO: EL CAMINO QUE RECORRIÓ LA CENTRODERECHA PARA LLEGAR A ESTOS RESULTADOS,,https://lyd.org/wp-content/uploads/2021/05/TP-1497-RESULTADOS-ELECCIONES.pdf
2021-06-01,NUEVA CONSTITUCIÓN Y EL MUNDO DEL TRABAJO,,https://lyd.org/wp-content/uploads/2021/06/TP-1498-CONSTITUCION-Y-DERECHOS-LABORALES.pdf
2021-06-01,BANCO CENTRAL AUTÓNOMO DE JURE Y DE FACTO,,https://lyd.org/wp-content/uploads/2021/06/TP-1499-CONSTITUCIONAL-BANCO-CENTRAL.pdf
2021-06-01,REFLEXIONES SOBRE EL IFE UNIVERSAL,,https://lyd.org/wp-content/uploads/2021/06/TP-1499-IFE-UNIVERSAL.pdf
2021-06-01,REGULACIÓN CONSTITUCIONAL DEL AGUA: IMPORTANCIA DE LA CERTEZA JURÍDICA,,https://lyd.org/wp-content/uploads/2021/06/TP-1500-CONSTITUCIONAL-AGUAS.pdf
2021-06-01,POPULISMO: AMENAZA A LA DEMOCRACIA LIBERAL,,https://lyd.org/wp-content/uploads/2021/06/TP-1500-POPULISMOS.pdf
2021-06-01,HACIA UN MEJOR GASTO PÚBLICO: MONITOREO Y EVALUACIÓN DE LOS PROGRAMAS,,https://lyd.org/wp-content/uploads/2021/06/TP-1501-EVALUACION-PROGRAMAS-1.pdf
